artTitle,artDate,artTime,artUrl,artPoster,artCat,commentNum,push,boo,sentence
[問卦]路過龍山寺會有染疫風險嗎,2021/05/20,16:10:39,https://www.ptt.cc/bbs/Gossiping/M.1621527043.A.39C.html,JUDO610,Gossiping,11,6,0,"前兩天剛好經過龍山寺   附近的茶藝街

發現整個地區已經呈現靜止狀態

連NET  還有  屈臣氏都休息了

已經不復見往日站壁獨領風騷的盛況

依照目前疫情嚴重程度

路邊的遊民  依然很強大

永遠不戴口罩   照樣群聚聊天

真的很勇敢

離開後開始思考

路過沒跟人接觸   全程戴口罩   會有染疫的風險嗎

"
[問卦]疫情過後集體讓華航倒閉好嗎？,2021/05/20,16:11:27,https://www.ptt.cc/bbs/Gossiping/M.1621527089.A.B39.html,papaganono,Gossiping,17,7,1,"早在3+11以前，5+9就已經是破口

為什麼是破口

不是5+9這麼簡單

長榮沒事

星宇沒事

就你華航+諾富特有事

病毒進台灣早就有2個月以上了

才會一破就宜蘭基隆桃園萬華

為什麼長榮好好的

為什麼星宇好好的

為什麼就你華航可以跑出來清真寺

射飛鏢

嫖妓

全台灣人都要跟你華航陪葬嗎

他媽的這輩子不搭華航

你全公司上下不用拿退休金

直接清算倒閉

全民抵制華航好嗎
"
[問卦]為什麼不設快篩得來速==？,2021/05/20,16:11:34,https://www.ptt.cc/bbs/Gossiping/M.1621527096.A.E83.html,Superxixai,Gossiping,18,7,2,"民眾在預約的時間開車到快篩站，
在醫護人員的指示下進行自我採檢，
醫護人員完全不用跟民眾接觸，
民眾也不用在現場人擠人增加確診風險，
為什麼不設快篩得來速呢？


七瀬、卒業おめでとう！！
https://imgur.com/JJimfwv
https://imgur.com/OrK5mcP
https://imgur.com/z1iX3IW
https://imgur.com/u9N5ey3
https://imgur.com/JHpbvEW"
Re:[新聞]疫情蓋牌？3天累積通報2.9萬件「未判讀」,2021/05/20,16:11:44,https://www.ptt.cc/bbs/Gossiping/M.1621527107.A.214.html,yoyoruru,Gossiping,44,10,10,"台灣PCR檢驗能量就這樣呀
一直拿中國、日、韓、歐美大爆發後，直接無差別快篩分類來類比
在那邊說人家一天都可以驗幾十幾百萬
都給你政府多一年準備時間為什麼沒辦法跟上 XD

一年了
為什麼檢疫量能沒有準備好
為什麼負壓隔離病房，醫護資源沒有準備好
這些「問題」不斷出現在這洗風向

不要反政府到反智好嗎 XDD

蓋負壓很簡單呀，準備檢驗試劑也很容易呀
但醫檢、醫護人員又不是修幹10個月後就會蹦出來...
是要補足三小

還是真有人覺得你入境其它國家
都直接用快篩來判別你有沒有得武漢肺炎...
"
[問卦]你各位會大義滅親嗎？,2021/05/20,16:15:03,https://www.ptt.cc/bbs/Gossiping/M.1621527305.A.53A.html,tmpss90187,Gossiping,5,1,0,"不論是疫情期間違反防疫規定
又或者是吸毒 違反菸害防治法 酒駕等
假如你各位的家人做了這種
明顯會危害到他人甚至是自己的事
你各位會大義滅親去舉發家人嗎？

我更想針對還沒有收入的學生族群問這問題
畢竟可能大義滅親後就斷了經濟
但不舉發就會持續危害他人
這種狀況你各位會如何抉擇呢？
有沒有那些大義滅親的偉人是怎麼評估這些利害關係的八卦

-
Sent from JPTT on my HMD Global Nokia 8.1.
"
Re:[新聞]台灣自滿致疫情失守?陳建仁承認:沒學到教,2021/05/20,16:16:08,https://www.ptt.cc/bbs/Gossiping/M.1621527370.A.872.html,ricky525,Gossiping,7,3,1,"之全滿世界大外宣到

都以為台灣是東方的以色列

結果現在被看破手腳

只是東方的巴拿馬


美國人搞下了kmt後

把四十大盜dpp留給了台灣
https://imgur.com/NspeZCv
https://imgur.com/dlFk9dr"
[新聞]台灣疫情連爆東奧棒球5搶1資格賽改至墨,2021/05/20,16:18:02,https://www.ptt.cc/bbs/Gossiping/M.1621527488.A.974.html,monnom,Gossiping,17,9,0,"1.媒體來源:
公視新聞

2.記者署名:
林曉慧 沈志明 / 台北報導

3.完整新聞標題:
台灣疫情連爆 東奧棒球5搶1資格賽改至墨西哥舉辦
4.完整新聞內文:
https://youtu.be/ufD-28GS6j0
東京奧運棒球五搶一最終資格賽，預定6月16日起將在台灣舉行，但台灣本土病例激增，
邊境再度管制，中職、棒協和台中市政府商議後，已和世界棒壘球總會提出不辦，而總會
已在台灣時間昨天深夜臨時召開執委會決議，改到墨西哥辦理。中華職棒表示，參賽與否
，正與各球團討論研議中，不排除任何可能性。

本土案例天天爆，疫情不知何時停歇，但照原本規劃，參加五搶一資格賽的外隊，6月8日
就該到台灣報到，中職、棒協和台中市政府綜合考量達成共識，日前已向世界棒壘球總會
提出無法辦理，棒協上午證實，WBSC已在台灣時間19日深夜同意，並改至墨西哥辦理。

棒協秘書林宗成表示：「作業時間很短，所以他們也緊急去接觸一些有可能接辦的國家，
(19日晚上)11點多有發函給所有要參賽的球隊，他們目前鎖定的接辦國就是墨西哥。」

疫情來得太快，台灣無法辦理，大家始料未及，中華職棒因負責組訓賽，對是否前往墨西
哥參賽表示，正與各球團討論研議，不排除任何可能性。

中華職棒宣推部主任劉東洋表示，「在國內外疫情嚴峻的當下，聯盟必須考量教練、選手
，以及所有工作人員的安全與健康，聯盟將會尊重球團、球員的意願，所有可能性都不排
除。」

球評王雲慶指出：「其實棄賽是一個可能性，畢竟有更多的人身安全的部分要考量，選手
這趟如果在疫苗沒有能夠打的情況下出去的話，這個對選手來講，(對)整個球隊也好來說
，都是一個很大的挑戰。」

中職指出，會長蔡其昌已指示，一切以球員健康安全為第一考量，預計需要幾天討論才有
明確結論。體育署回應，一直有和中職、棒協與台中市府聯繫，尊重三方的忍痛取消，選
手健康仍是優先考量，將再配合指揮中心，看何時再安排選手施打疫苗。

5.完整新聞連結 (或短網址):
https://news.pts.org.tw/article/527016
6.備註:
"
[問卦]今天之前有多少老人瑟瑟發抖？,2021/05/20,16:22:18,https://www.ptt.cc/bbs/Gossiping/M.1621527740.A.38F.html,Dannyfish,Gossiping,5,3,0,"新興流行病一旦蔓延到醫療崩壞，

死亡率是高的，尤其是老年人。

如果不是在及時發現警鐘且有力地圍堵擴散，

應該是會有很多寶貴的生命離開的。

看現在雙北的疫情，還有多少人在瑟瑟發抖的呢？

大家都有配合待在家了嗎？
"
[問卦]批鬥是不是比防疫重要？,2021/05/20,16:26:39,https://www.ptt.cc/bbs/Gossiping/M.1621528001.A.1EC.html,st797912,Gossiping,20,8,2,"現在疫情狀況實在很不樂觀

會越擴散越大是可預期的

但就在這種應該團結的時候

好像有些人覺得宣揚政績跟批鬥還比較重要

我沒有講哪邊勢力、因為全部都是

a講b作秀、b說c反應慢、c再嗆a毫無作為

每家的網軍都很驍勇善戰、堪比三國時代

支持自己信仰的陣營當然沒問題

但在那之前，不是有更重要的事要做嗎？

有沒有批鬥比防疫重要的八卦？

"
[問卦]同事說PTT八卦板很可怕該怎麼回,2021/05/20,16:29:04,https://www.ptt.cc/bbs/Gossiping/M.1621528146.A.291.html,rd5186,Gossiping,31,17,2,"如題

這幾天在辦公室看疫情相關報導

我：最近PTT都有人夢到正確數字欸

同事：八卦版嗎，那邊的人都好偏激喔 尤其一堆柯粉

我：你有看過政黑嗎

同事：那些看起來都是柯粉反串

我：喔喔 好喔


請問是不是全PTT都只剩可怕的柯粉了

"
[問卦]有沒有快篩試紙的八卦？,2021/05/20,16:31:15,https://www.ptt.cc/bbs/Gossiping/M.1621528277.A.94D.html,HeCker,Gossiping,10,3,0,"餓死抬頭
台灣有自行研發出來的快篩試紙，同時也成功外銷國外，但是國內似乎比較沒辦法買到。

目前台灣的防疫策略如下：
1. 上班不算是群聚。
2. 輕症確診者自行在家隔離。
3. 沒事盡量不出門。

因此上班的群聚可能會是一個破口，所以才會有企業提議能不能自己買試紙來驗covid-19
。但是，指揮中心用偽陽性偽陰性來回決企業的提議。

但是小魯想了一想，還是覺得有試劑來測試是比較好的？？

真陽性=>可能有輕、重症=>在家隔離14天或去醫院接受治療。
偽陽性=>一定是無症狀
=>在家隔離14天=>不會消耗醫療資源。
真陰性=>保持戴口罩、勤洗手上班。
偽陰性=>保持戴口罩、勤洗手上班。

綜上可知，快篩可以阻斷真陽性可能造成的傳播鍊，而偽陽性也不會造成醫療資源的崩潰
，同時還能得出一個社區感染人口比率的一個參考值。
所以想跟各位鄉民大大討論，是不是小魯想的太簡單了？
以致於得出開放快篩試紙購買的
防疫策略會優於不開放快篩試紙購買的防疫策略。
"
[新聞]「染疫不是萬華錯」　17萬人慘遭全台霸,2021/05/20,16:33:31,https://www.ptt.cc/bbs/Gossiping/M.1621528414.A.D3D.html,luxuryer,Gossiping,570,319,77,"1.媒體來源:

蘋果日報

2.記者署名:

李姿慧

3.完整新聞標題:

「染疫不是萬華錯」　17萬人慘遭全台霸凌！同事不敢搭同梯、同學也躲她

4.完整新聞內文:

國內疫情爆發，其中萬華茶室為關鍵傳播鏈，相關確診者占北市多數，也讓民眾對「萬華
人」或「路過萬華的人」抱持異樣眼光，
有一群萬華非確診者向《蘋果新聞網》投訴，指
萬華人也是受害者，卻須承受揶揄，遭受排擠
，誤解整個萬華都是疫區，但萬華有18萬人
，確診者不到300人，且第一時間萬華人已自動肅清街道，關上店面，窩在家自我管理，
。

一群萬華人集體向《蘋果》投訴，指萬華在短短幾日內上了各大媒體，經不公正的渲染，
好像病毒是從這裡生出來的，但事實不是這樣，
萬華人也是受害者，此時此刻卻必須承受
揶揄、排擠、霸凌
。

投訴的萬華人說，任何確診者只要跟萬華扯上一點關係，似乎就找到了染疫原因，加上報
導指某些確診者沒有去醫院、只待在家裡，這些訊息更讓外界認為整個萬華都是疫區，多
數萬華人都如同瘟疫。似乎只要經過萬華，不論是騎腳踏車經過、走路經過、買菜經過、
坐車經過等，都有機會得到新冠肺炎。
https://i.imgur.com/PFQwSyB.jpg
龍山寺。資料照片
圖片來源 : 蘋果新聞網

投訴的萬華人也說，萬華有許多人24小時都待在萬華，目前身體狀況也都很好，雖然不敢
保證後續會怎樣，但
萬華居民在冊有18萬人，以目前確診者的萬華人不到300人來算，萬
華人確診比例只有0.166%
。

此外，投訴的萬華人無奈說，萬華已被同胞霸凌好幾天，這不是萬華的錯，每個確診者或
許走過100個地方，但只要其中有萬華，萬華就得替其他99個地區擔下罪名，這對萬華不
公平，
。

一不具名萬華民眾則說，家住華西街附近，她在第一時間就早早不讓小朋友去中正區上才
藝課，因為其他家長都不希望看到她的小孩，為避免造成別人困擾，索性不上了。

還有一名在萬華區上班的民眾也無奈說，鄰居知道他在萬華上班，有次回家搭電梯，他先
進去後，鄰居媽媽帶著小孩看到他，連忙退後說「她按錯了」，也不知是真按錯，還是因
為他在萬華上班才不敢同搭電梯；還有一次他去買東西吃，也有人對他指指點點，說他在
萬華上班，
這幾天連往返萬華的公車乘客人也少一半，只要位子上有人坐，隔壁絕對空著
，住在萬華或在萬華上班已成原罪
。


5.完整新聞連結 (或短網址):
https://tw.appledaily.com/life/20210520/2Z6COLFXCBAOHH5CS374TPDQQQ/
6.備註:"
[問卦]疫情下的銀行業這樣營業不會造成破口嗎,2021/05/20,16:33:57,https://www.ptt.cc/bbs/Gossiping/M.1621528443.A.B27.html,DragonFat,Gossiping,37,19,1,"大家好，
小弟老婆在某棒球隊主場在台中的集團銀行上班，
最近疫情更趨嚴重，小弟任職的產業雖然非常傳產，
但都已經實施分流上班跟WFH。
但聽完老婆說他們的分行對於疫情的措施，總覺得哪裡怪怪的
想請問廣大的鄉民這樣的營業方式真的不會造成防疫缺口嗎?


1.雖然金管會有下令銀行和證券業就算四級警戒還是維持正常營業，
但這不是為了必要性的作業才開放的嗎?例如撥薪、企業匯款、證券匯款等
為何不能閉門營業或是採人流管制的預約制?目前都是開放給民眾可以辦理業務
但也沒實施人流管制，每到中午過後人潮開始湧入，
最近這幾天最多的時候一間分行逾50個客人同時在同一個空間內
就算有實聯制及量測體溫，但這樣的群聚風險不是也特別高嗎?

2.最近教育部下令全台學校停課，美意是為了減少學生在學校群聚的風險
但停課後的現況是...老師跟學生來銀行開戶的人數變多了...
阿政府是叫你待在家裡好好防疫，反而趁這時候不用請假跑去銀行群聚開戶?


3.行員為了確認來辦理提款、存款是不是帳戶本人，所以都會要求客人
脫下口罩來核對長相，雖然只要民眾不要講話就可以減少飛沫傳染的
風險，但也不是人人都這麼遵守規矩，且有時候跟客人說口罩可以戴上了
客人可能因為聽不清楚然後就問：「蛤?你剛剛說什麼」。
能理解看長相的必要性，但在這種緊要關頭難道沒有其他可以替代的
方法嗎? 例如說指定客人到旁邊無人的地方脫下口罩比個特定手勢拍照
再至櫃檯用照片來核對等等。


4.台北總部已經實施居家上班了，分行的理專也是居家上班，但這些第一線的
櫃台卻沒有任何防疫規劃，還是正常的上班跟接觸，許多櫃台行員
每天都是膽顫心驚的去上班，但因為擔心工作不保也不敢做任何發聲
想請問像這樣的問題我們能向哪裡做反應呢?


謝謝願意看完這一篇的鄉民們，也說真的今天要不是我老婆是在
銀行任職，我可能也不會特別注意到這一塊，就算知道了
也不一定會站出來發聲。(這我先自首)
但今天看到有五家銀行或證券都有員工確診，裡頭還包含銀行的櫃檯，
看到這新聞不免覺得擔心，尤其老婆現在肚子有小孩了更得注意
每天載她上班時的憂愁模樣，很想幫她做點什麼
但又不知從何幫起，只好來求助廣大的鄉民了，謝謝大家！


**希望這篇能被更多人看見，如果您或周遭的親友也有類似的狀況
在麻煩多多留言。
這篇底下「推文」隨機抽出10位贈100P(稅前)
如果推爆的話再加碼10位，謝謝大家**"
[問卦]台灣這次學到了什麼?,2021/05/20,16:34:06,https://www.ptt.cc/bbs/Gossiping/M.1621528450.A.669.html,stock5566,Gossiping,18,2,0,"國外媒體說台灣仔太自滿
境內幾乎沒防禦措施才會搞成這樣
疫情爆發前疫苗接種率接近0%

那總的來說 這次台灣學到了什麼?"
Re:[問卦]高雄會成為未爆彈嗎？,2021/05/20,16:34:53,https://www.ptt.cc/bbs/Gossiping/M.1621528495.A.51F.html,nba999999999,Gossiping,2,2,0,"去問遇到DPP就沒雞雞的基進黨啊，
不關心高雄不弄快篩找破口，
反而幫忙大內宣準備超級多床的，
重新定義專責病床硬要吹得比別人多。

高雄這幾天確診病例有幾個是去過萬華的，
當真要跟英國株賭高雄人的抵抗力就對了。
"
[問卦]哪一個可怕,2021/05/20,16:36:30,https://www.ptt.cc/bbs/Gossiping/M.1621528592.A.D2C.html,Njord,Gossiping,4,1,0,"嗯

捷運站站務人員、公車司機、火車司機／列車長、高鐵司機和你家樓下小七店員

上述人物哪一個確診你最怕？


捷運、公車都是你最常搭的那種


下午午睡夢到橘線有三個站有確診.....

兩個是在新莊段一個在北市段
是否有專板
本板並非萬能問板
兩則
本看板嚴格禁止政治問卦
未滿30繁體中文字水桶3個月，嚴重者以鬧板論
可怕的是北市段那個住在忠孝三兄弟，夢醒前有人說那三站有疑似的"
[問卦]流浪狗有管制嗎？,2021/05/20,16:36:41,https://www.ptt.cc/bbs/Gossiping/M.1621528603.A.D7A.html,yangzy,Gossiping,4,0,1,"人確診前如果跟狗對叫，然候對狗吐口水，這
樣狗身上就很有可能有病毒到處傳播，到底對
狗有沒有管制？
是否有專板
本板並非萬能問板
兩則
本看板嚴格禁止政治問卦
未滿30繁體中文字水桶3個月，嚴重者以鬧板論
不只這種智障行為能讓狗身上要帶病毒，
狗的管制沒做，就是防疫大破口"
Re:[新聞]籲中央告知疫苗何時來、數量？柯：有困難,2021/05/20,16:38:36,https://www.ptt.cc/bbs/Gossiping/M.1621528720.A.538.html,sanshin,Gossiping,8,2,0,"看中央+摳摳姐狂賀猛宣傳
疫苗要來了
彷彿台灣能從疫情解脫
結果幾十萬隻
連人口5%都沒有

宣傳都很強
但最關鍵的東西總是被遺漏
不過也不能怎麼辦
只能繼續期待下一次
-
Sent from JPTT on my iPhone"
[問卦]啊不就跟感冒一樣,2021/05/20,16:39:21,https://www.ptt.cc/bbs/Gossiping/M.1621528763.A.D3A.html,kidujef,Gossiping,14,7,0,"才幾百個確診就沸沸揚揚

感冒也很容易傳染啊，也會變成重症啊

啊怎麼感冒都不用隔離

一人感冒全家感冒耶 問號
"
[問卦]青山宮去年吵到萬華人不能睡為何還不庇佑,2021/05/20,16:39:51,https://www.ptt.cc/bbs/Gossiping/M.1621528795.A.DD9.html,chunzheng,Gossiping,12,8,1,"https://zh.m.wikipedia.org/wiki/%E8%89%8B%E8%88%BA%E9%9D%92%E5%B1%B1%E5%AE%AE
「青山王祭典之肇始，深受艋舺青山宮靈安尊王消弭1850年代的瘟疫和蟾蜍精危害、1904年（明治37年）的鼠疫等說法影響。當時遷居艋舺的泉州惠安移民，一方面為感念所信奉神祇除疫鎮煞的靈驗性，庇佑信眾度過種種天災和不同族群衝突造成的外在困境，於是透過艋舺青山宮廟會活動的舉辦來酬謝神明。」

「2003年爆發「SARS」，於當年青山王祭典遶境並恭送瘟神王船完後，沒隔幾天「SARS」的疫情都消失了。」

青山宮繞境那麼神
去年不是才吵了整個萬華人連三天不能睡覺嗎
照理說萬華應該神功護體
怎麼今年疫情最嚴重的反而是萬華
是不是繞境不夠久
今年是不是要連續繞一個月？



-
Sent from JPTT on my HTC 2Q55100.
"
