video_id,ru_id,ru_name,reply_time,reply_content,rm_positive,rn_comment
b_p41L9U3hQ,UCILuagcfVFtwSqtUiPM5olg,QIONGYUN GUAN,2021-12-08 01:39:20,Oh gosh I’ve been in the longest time lacking a strike of inspiration. It’s so long that I forget the exact feeling of it. And damn I felt it watching this video. Idk how Jenn can inspire me every time. It feels so good to just hear somebody repeat the idea that life doesn’t  happen me; I can make decisions to make it happen!,0,0
b_p41L9U3hQ,UCRezoLUgBSHFXqtJ23tW74g,Autumn Hoodie,2021-12-08 01:37:04,Love the video and this comment section! Thank you Jenn for bringing so much positivity to our lives 🤍✨,1,0
b_p41L9U3hQ,UCr7_BACPCbTB83fh8cjSEdA,Raquel Gonçalves,2021-12-08 01:01:22,"I can't speak for everyone but what I interpreted from the ""what's the point of being in a marriage"" question, was not a ""constant change in relationships vs being with one person for a long time"" type dilema, but rather a ""being with a person for a long time vs being with a person for a long time BUT married to them"" type",0,0
b_p41L9U3hQ,UC5CokxT07rbK9wmpqO_4vlg,Amanda Hawa,2021-12-08 01:01:16,Thankyou jenn for this. Helps me a lot ❤️✨,0,0
b_p41L9U3hQ,UCJohKvAl1070gNDNWXNwdRQ,demi halim,2021-12-08 00:50:57,"Omg. I never knew I needed this until just now. Beautifully spoken, Jenn. This video means so much to me. Thank you so much.",0,0
b_p41L9U3hQ,UCxyjrQVULgNtIKJ7XywwpsQ,Alexa,2021-12-08 00:49:39,Better Help also sells your info to FB,0,0
b_p41L9U3hQ,UCYhTzQw34x6kWC2eWhwt4QQ,Beauty In All Places,2021-12-08 00:47:31,Thank you Jenn :),0,0
b_p41L9U3hQ,UC94U81obAjCkUad-Nz6D92w,juliet,2021-12-08 00:39:14,💕✨your advice/kind words/life wisdoms always calm me Jenn! love all of your videos and i am forever looking forward to the next one!! 🥰,0,0
b_p41L9U3hQ,UCfvdzPi0WsbBLhOy-Tqps4g,JinHit,2021-12-08 00:35:29,"It has been almost four years (since the first year of high school that I stop interacting with people and making friends, and I am enjoying myself more, and I am more successful and happy. I am so enjoying myself that I don't even think about making friends or being in any kind of relationship.
I think there are a lot of people who like it, and they might think that something is wrong with them, but u r wrong. We all are different and have different backgrounds N perspectives. 💖",1,0
b_p41L9U3hQ,UCxCrjTzBhLlGnxxaqPc_HIA,Marielle Ramirez,2021-12-08 00:02:47,Awwe 💕 what a pure video.,0,0
b_p41L9U3hQ,UCKUSqy753kcs8ibFtnQEPFw,NOONSWAY نهلة معاطي,2021-12-07 23:39:50,I love this video ! Some of those questions has obvious answers that we all know already but we just keep denying it ! And you just wanna hear it from someone who you trust (like Jenn) to feel like yeah its time to change things/feelings !!!!,11,0
b_p41L9U3hQ,UCmaU17-0h9foBovcH98w21A,Allie Kat,2021-12-07 23:36:44,"I wish Jenn was my big sis, every video she makes inspires me :)",1,0
b_p41L9U3hQ,UCe9gcPqCQJPewbAgKzAjapA,dat nguyencong,2021-12-07 23:27:59,hello. what do you do ?,0,0
b_p41L9U3hQ,UC8d0E-9UZfXTVxgFqQ7vdpg,J Zara,2021-12-07 23:15:28,"The part about comparing yourself to others and about what it takes to compare yourself to them…taking every part of their life the good and the bad really resonated for me. Like you’re so right, everyone has their struggles, weaknesses, unseen challenges and problems physically or mentally. Would we really rather be them and have their life? What we see is is usually always only the tip of the iceberg of a persons life and their overall situation. Helps me to focus on me and my situation and to keep a things in a good perspective. Loved this video so much. ❤️",0,0
b_p41L9U3hQ,UCR6xAyudBV4EBktOMN-9RyQ,Danica Stanic,2021-12-07 23:09:35,Please make another video like thiss🤩,0,0
b_p41L9U3hQ,UCCsW1lbS0kTbSBvV5He0nhg,Zoe Cote,2021-12-07 23:06:59,"as I've gotten older, I've come to the realization that this idea of a ""best friend"" that's pushed so heavily on young girls is just another unrealistic romanticization. emotions are complex & relationships ebb and flow. I've learned to look for genuine connection and keep those few ppl close 💓",0,0
b_p41L9U3hQ,UCWs7lKAsIX8qTxzhCCKv9zQ,Morgan V. Baxter,2021-12-07 23:05:03,"before i even start, can i just say i love that you have a LENNON necklace!!! 🥺😍",0,0
b_p41L9U3hQ,UCmHtAzruyFnniyA6x1y_IzA,Claire Yang,2021-12-07 23:01:16,thank you for this video jenn! love you!,0,0
b_p41L9U3hQ,UCcFJwWAXg3QWDZA2gtER4qw,Alex McGinness,2021-12-07 22:55:59,Question 2 reminds me of the MySpace top 8 days. 😂,0,0
b_p41L9U3hQ,UCNXjdZyc2bELibvE_b1jYdw,Hannah van Loon Carlson,2021-12-07 22:53:05,"That was the clearest and most helpful Q&A I have seen on youtube! I think your storytelling skills, journaling, and reading have helped you be able to express yourself so clearly. Thanks for sharing  some wisdom.",0,0
b_p41L9U3hQ,UCCiskYdwPY8gFr-B64AtDug,christina shaw,2021-12-07 22:49:58,Almost made me cry at work lol,0,0
b_p41L9U3hQ,UCNdOl3m8TntbLoWmEdwDmxg,janicearies,2021-12-07 22:48:49,Have to give a thumbs up 👍 because girl you such a great intelligent person!,0,0
b_p41L9U3hQ,UCdMocz6TPdkbo6Gxd1I625A,S Loo,2021-12-07 22:46:04,"Interesting to hear your thoughts on marriage. I found the person I want to be with forever,  and we're committed to each other long term. We've gone through thick and thin and are growing together.  However, I don't want to get married as I don't want to support the history of how marriages came about,  and a myriad of other things leading to getting married (generally man proposes instead of the woman, asking permission from in laws etc etc). I think modern marriages appear to be solely a commitment to each other,  and if that's already there,  then there is no more need to get married.  :)",0,0
b_p41L9U3hQ,UCkNRckMlupyqJX0XtKP3bIw,Kristina Alegado,2021-12-07 22:37:11,"These questions are so relatable, thanks Jen !!",0,0
b_p41L9U3hQ,UCt6BrmatCLpFEXNVQGc1czQ,Life With Shakitra,2021-12-07 22:36:42,"Jenn, I found your channel many months ago by your ""What I Eat In A Week"" and I've fallen in love ever since. (binged all of your other videos lol) Your personality, transparency and maturity is so admirable. I'm 24, and I'm just trying to figure everything out. My love life, therapy, career, etc. To see someone SO loving, open and just every single thing about you that you share with us- being soooo open about mental health, and the BS that comes with this life is SO refreshing. Thank you for sharing your life with us! <3333",0,0
b_p41L9U3hQ,UCeReqYd6oYmBAX0_IN_wl9g,Kat Malayba,2021-12-07 22:09:43,This was so helpful and applicable. I appreciate and love you so much!! Thank you❤❤,0,0
b_p41L9U3hQ,UCLhLyKIZYf4lCcilMujzXAA,Sophia Chang,2021-12-07 22:09:35,loved every second of this 🖤,23,0
b_p41L9U3hQ,UCvKxf-AbKbiJhs9GDvzXDEw,Jo,2021-12-07 21:41:09,Agree with finding the ONE person in a new place and that branching out!,0,0
b_p41L9U3hQ,UCH9y-FnttHEDQ1kMweLmWug,Karolina Zgodzińska,2021-12-07 21:40:25,What a wise and cozy q&a! Thank u Jenn x,0,0
b_p41L9U3hQ,UC7WtAOS38cpse9kaxYEkBYw,nestbird12345,2021-12-07 21:34:13,I loved this so much!! Would love a part two or even to make it a series. Thank you Jenn 🙏,0,0
b_p41L9U3hQ,UC5czcMfL7OGMIHOpB3HBOAA,jij_tm,2021-12-07 21:32:14,"oh man, you really are the internet’s big sister. literally these were all things i wished i could ask of an older friend and i feel like so many new perspectives opened up. thank you for making videos like these❣️😭",0,0
b_p41L9U3hQ,UCM0sCoj30zXGGvkZ2oXdFFQ,Minji Han,2021-12-07 21:31:32,"Hi Jen, this video could not have come at a better time (*marriage and relationship). Thank you for being like the big sis I always wanted!",0,0
b_p41L9U3hQ,UCuxS239TrWmAJMYPLAx8ubg,Alotoflotta,2021-12-07 21:26:27,"Oh my god, I just have severe phase of anxiety because the parents of my boyfriend want me to marry him and I had constant doubts about the relationship since moving in with him, which is because of ROCD as far as I understand. And then I was having a great time with him in the last 3 month and then his parents asked me:"" don't you want to marry?"" and then I fell back into my anxiety patterns. But it's not as severe as in the befinning. Just wanted to tell you! The timing of this Video is 👌🏼",0,0
b_p41L9U3hQ,UC9e32Yu_IZEc8EMQkEISa_w,Clea Simmonds,2021-12-07 21:22:01,I love this so much Jenn / thank you!,0,0
b_p41L9U3hQ,UCJTruZnvH38p2Zah5P1LOXA,Taylor Nicole,2021-12-07 21:13:16,"Thank you for answering these questions, whenever you start tearing up im like "" JENN DONT DO IT OMG"" *tears*",0,0
b_p41L9U3hQ,UCVNIJz6f3Wixyu9CGNZIGAw,Raegan Whatever,2021-12-07 21:06:14,I watch almost every one of jenns videos but because her sponsor is better help I will be clicking away. Boycott their brand in support of their workers,0,0
b_p41L9U3hQ,UCSQTyOfUyp6hMPy4_z_xRiQ,Luisa B.,2021-12-07 20:56:50,"I love girl talk videos! It’s so nice to hear people’s thoughts and opinions on the most mundane things. 

One thing I want to add to the question about marriage you might not have considered! I think you’re operating under the assumption that people who don’t get married switch partners and typically aren’t committed to one person, which in my experience isn’t the case at all! The reason a lot of people don’t get married is exactly what you said in the beginning, it has a lot of antiquated origins, but the biggest aspect I think is that people feel like they can have everything a married couple has without the institution of marriage! I definitely think that’s the case from an emotional and romantic point of view, but from a legal perspective I’m still undecided. 

For anyone reading this and asking themselves the same question: marriage doesn’t have to be a romantic or emotional choice and honestly I don’t think it should be! It can absolutely be just like any other contract you sign. Here are some things you might not have considered about marriage that might help you: Will you be allowed to make medical decisions for your partner? Will you even be allowed in the hospital room outside of visiting hours? How does having kids factor into your decision? Shared finances? Shared businesses? How would it affect home ownership? What about debt? 

I really like the idea of prenups for everyone, not just wealthy people. Divorces are long and messy but with prenups you can set the terms of your marriage + a potential divorce in an official capacity and it can include literally whatever you both want it to include. Depending on what country you get married in and where you’re filing for divorce, certain laws can really screw you over. After a divorce, can you still be held responsible for debt your spouse created while you were married? 

These are all incredibly important things to consider when you want to decide whether marriage is right for your relationship. You might’ve married your last long term partner if it had worked out between you, but that doesn’t mean you have to feel the same way about every long term partner. That doesn’t mean you’re not committed to the person.",0,0
b_p41L9U3hQ,UChYLaB8VNQHRtaY0veWM40w,Lynnea Lenamond,2021-12-07 20:54:12,"Girl I love your videos. Been watching you for years, but Better Help is not it. They sell your data. It's huge way they make a profit. Not good.",0,0
b_p41L9U3hQ,UCDoopW4zwoOr57PQNo_Grng,Janie 🥂T[A]P Me!! to Have [𝐒]𝐄𝐗 With 𝐌𝐞,2021-12-07 20:52:06,"As the eldest sibling myself, your talks always make me feel like I have someone older and wiser to guide me and I couldn't be happier! Thank you for being our internet big sister, Jenn!",0,0
b_p41L9U3hQ,UCa98p9cjV-vZe1UUE0M4sDQ,Lynn Nguyen,2021-12-07 20:48:28,"Thank you sis, thank you",0,0
b_p41L9U3hQ,UCU-gaiZKg42Pf9Dyxsy9F-A,Gigglypuff,2021-12-07 20:47:10,"Taking Jens advice about comparing..
- She’s beautiful inside and out? ✅
- Has a loving family? ✅
- A successful fulfilling career? ✅
- Taking care of her physical & mental health? ✅

… I mean idk Jen, your life is pretty perfect not to compare to 😅",0,0
b_p41L9U3hQ,UCERaCWU9_yLMyAPRIncFGKQ,Trisha Ngo,2021-12-07 20:46:51,"Jenn, I really resonated with your answer to the first question. I’m in my first relationship right now and I think he’s a great person but I don’t like who I am when I’m with him. I throw things and yell, kind of like you said you experienced. I want to work on it for this relationship and myself.

What were some resources you used or still use for building that emotional maturity? Books? Also, I just started therapy so maybe what would be topics to bring up on this? 

I feel like I see myself in you and I would really appreciate the advice ❤️",0,0
b_p41L9U3hQ,UC81mAjDfv9VN4MK00TwU3fA,Inez  🍆 𝐆𝐨 𝐓𝐨 𝐌𝐲 𝐂𝐡🅰𝐧𝐧𝐞𝐥 [𝐋!𝐯e],2021-12-07 20:41:06,"You are my internet best friend, you just don’t know it yet 🤪
Love you Jenn! Thank you for your videos",0,0
b_p41L9U3hQ,UCgAGqSbvqNArxMi1VJwMX_Q,Flower Love,2021-12-07 20:39:07,My partner just got diagnosed with HFA (high functioning autism) maybe you can tested for that as well. I see similar personality traits that my partner also has and from the research and talks I’ve had with specialists etc. maybe it’ll help your life a lot personally with things and your partnership as well with Ben and understanding on that level 💗💗💗💗 wish you the best love.,0,1
b_p41L9U3hQ,UCKO5fj6cHt-FXSVwDxLcESA,LIRONIM,2021-12-07 20:38:55,"You are my internet best friend, you just don’t know it yet 🤪
Love you Jenn! Thank you for your videos
♥️",92,1
b_p41L9U3hQ,UCiJTFIsqo-4-tsa7ioSuY9w,Beverly Cheng,2021-12-07 20:37:01,Ugh when you started getting choked up about marriage and Ben T_T. I am so happy you have found the best partner to go through life's chapters with you. It really gets me excited about marriage and motherhood with my current partner. <3,0,0
b_p41L9U3hQ,UCmAU-eGoALbwPkpA-avS34g,tram nguyen,2021-12-07 20:30:33,"Thanks Jenn! that last comment about comparing yourself with others, really help me a way out of my current state",0,0
b_p41L9U3hQ,UC_5OxdW4THMMAAv907dNMZg,Annie 🍆T[A]P Me!! to Have [𝐒]𝐄𝐗 With 𝐌𝐞 🍆,2021-12-07 20:30:26,Thank you Jenn for being so open about mental health and being so authentic when talking about struggles we may face in relationships! We all look up to you so much <3,0,0
b_p41L9U3hQ,UCiCOxg4Igrb2tPcoeZQ7GEA,Eva Estelle,2021-12-07 20:25:40,"Thank you so much Jenn for your advice, I've never commented on your videos before but I've been subscribed for over 4 years, I find that you have such an amazing grounding and inspiring energy, and the advice that you gave in the video especially re expressing your ideas more clearly via journaling to be specific and helpful!
Thank you so much :))",0,0
b_p41L9U3hQ,UCaG2FcE5DprxCnhMdvfqwMg,soph,2021-12-07 20:22:06,Needed Jenn 언니 today,0,0
b_p41L9U3hQ,UCS6wWL5eG2eRnrWi0fXEhmA,Aurélie Jenna,2021-12-07 20:11:26,♥️♥️♥️♥️,0,0
b_p41L9U3hQ,UCAWaEaa5pnqjwx1lp5WgVcw,Eman Bari,2021-12-07 20:11:12,Omg Jenn you necklace is so cute I love it so much 🥺🥺💘💘💘,1,0
b_p41L9U3hQ,UCoguB7pVvOUz7wdyke5SgRg,Janice 𝔽**СК МЕ - СНЕℂ𝕂 𝕄𝕐 Рℝ𝟘𝔽𝕀𝕃Е💛,2021-12-07 20:09:49,Thank you Jenn for being so open about mental health and being so authentic when talking about struggles we may face in relationships! We all look up to you so much <3,0,0
b_p41L9U3hQ,UC07a05hBA1SEkv6OftZ4D9Q,elaine,2021-12-07 20:06:00,You don't need to be married to have the good things you've mentioned that happen to exist in your marriage. And you can be married and have none of the things you've mentioned as well.,0,0
b_p41L9U3hQ,UCjx5MQJ4lIF7byxUChvyJvA,crystallclearr15,2021-12-07 20:03:37,"++++1 to the reading part. I recently just started picking up books again rather than just watch videos about everything, and it truly is such a profound difference. Going through a story and then reading a quote that embodies everything you’re feeling is so life changing. You can read it over and over again on the same page until it sinks in, seeing those words in front of you. 

Thanks for sharing, Jenn. You truly are the big sis I’ve never had. ❤️",0,0
b_p41L9U3hQ,UCIeO6pyogx7urbPnS91CiHQ,Marina Mihaly,2021-12-07 20:03:14,"this video truly felt like a big sis conversation while drinking a cup of tea 🤍 felt like you were talking to my heart! thank you so much for this jenn, you are amazing!",0,0
b_p41L9U3hQ,UCIkeLWK8zwIYiOWHmyWmjSQ,Marina Stepanova,2021-12-07 19:58:33,"These were the fastest 10 minutes ever! Thank you, Jenn, for being such an inspiration!",0,0
b_p41L9U3hQ,UCcHjVaBaX2zVGiBhNEzVhrw,Esther Kim,2021-12-07 19:58:31,🤍 love this wisdom,0,0
b_p41L9U3hQ,UCTaM140ya7QEGE3cKsEiVHg,Noely Casillas,2021-12-07 19:56:19,The way you answered the marriage question was so perfectly said ..wow,0,0
b_p41L9U3hQ,UCXa_mehvxci5axbgCjn0IpA,Kat Bautista,2021-12-07 19:56:19,"My family was never really the open and sentimental type, and I am the eldest sibling so I never really gotten any support or advice on how to tackle life. You have been a great help and comfort Jenn. I know we're not related but you definitely are my online big sister and we're all lucky to have you! Thank you so much!",3,0
b_p41L9U3hQ,UCYWHbAe_TED8uaCJEdCCqPw,Tassa💖 𝐹**СК МЕ - СНЕ𝒞𝒦 𝑀𝒴 Р𝑅𝟢𝐹𝐼𝐿Е,2021-12-07 19:51:34,"As the eldest sibling myself, your talks always make me feel like I have someone older and wiser to guide me and I couldn't be happier! Thank you for being our internet big sister, Jenn!",0,0
b_p41L9U3hQ,UCKFYeIutqeHa3uRE_Bh9o0g,도종선,2021-12-07 19:48:57,도희 안녕   애기 백일 사진  잘보았서   너무이쁘네   건강하게 잘지내,0,0
b_p41L9U3hQ,UChVU2l_pmhc1nwAiCdL2vVQ,Emily👈𝓕**СК МЕ - СНЕ𝓒𝓚 𝓜𝓨 Р𝓡0𝓕𝓘𝓛Е 💗,2021-12-07 19:48:48,Thank you Jenn for being so open about mental health and being so authentic when talking about struggles we may face in relationships! We all look up to you so much <3,0,0
b_p41L9U3hQ,UCuXO3-56V-tIVrcIg6M0FPw,Thisismeinagoodmood,2021-12-07 19:48:06,"It is amazing to me how Jenn has been a comfort zone for many of us through out the years. Thank you, Jenn 💛✨",0,0
b_p41L9U3hQ,UCIdFfTXXj3kiGgd3v_K5MVw,Francesca Riili,2021-12-07 19:28:14,"Jen,  I think I can speak for everybody here when I say you've been a pillar for us with your sensitivity and seeing you becoming the woman you are today is touching. Growing with you for all this years creates this strong bond that Im happy anytime you send us your advice and opinions about life. Greetings from Italy ❤️",18,0
b_p41L9U3hQ,UCiMREPqSe-c_KLtC8L1tbnQ,piece of peace,2021-12-07 19:27:28,the Lennon necklace is so cute 🤩,0,0
b_p41L9U3hQ,UCg76GKNPjtgQ7xkcCIGdteA,wqd,2021-12-07 19:26:43,Jenn I’ve been a fan since clothes encounters! It’s been amazing to watch you grow. I really needed this video today and I’m shocked that strangers on the internet have the same questions as I do. Thank you for being so open and vulnerable.,1,0
b_p41L9U3hQ,UC7mY0g0v4OYA_EWm_o-Cbng,Clarisse De Guzman,2021-12-07 19:25:58,The way you talk about marriage with Ben is so inspiring. I'm so happy you are each other's person and your love and growth together is amazing to see. You guys are my standards for relationships :' ),9,0
b_p41L9U3hQ,UC9Px0sWbjiTTt0_qPbhb7gA,Adwoa Afreh,2021-12-07 19:22:45,"Jenn, you are an amazing woman 🌺
Thank you so much, from Ghana with love",0,0
b_p41L9U3hQ,UCrBdE4wPjoyc_DSmYTRPIOg,Zoë Paris,2021-12-07 19:18:02,"As someone who is 2nd in a line of 6 kids (🤯) and the oldest girl, I’ve always been the big sister - but I always wondered what it would be like to have one myself. You’ve definitely become a figure of that for me, and I greatly appreciate your vulnerability and openness with us ♥️ it helps more than you know!",1,0
b_p41L9U3hQ,UC-ueMTvm__W37shNNCv-CNg,Sophia  🔥𝐆𝐨 𝐓𝐨 𝐌𝐲 𝐂𝐡𝐚𝐧𝐧𝐞𝐥 [𝐋!𝐯𝐞],2021-12-07 19:13:33,Thank you Jenn for being so open about mental health and being so authentic when talking about struggles we may face in relationships! We all look up to you so much <3,0,0
b_p41L9U3hQ,UCQ2KCEswK2jPGAc3TSrVjtA,Audrey Choong,2021-12-07 19:09:10,"you have no idea how important it was to get to hear your answer to the last question, thank you so much truly!",0,0
b_p41L9U3hQ,UC2RKhdepAiFrtscWi807qmw,Manuela,2021-12-07 19:08:54,"Omg the relationship points are really taking shots at my life lol. I dated two people recently, the first person I wanted to date but my friends made it known at every opportunity that they hated him. They'd roll their eyes and refuse to even acknowledge him and all the tension resulted in the end of the relationship. The second one started and was fueled by the fact that he was within our friend group, so they took every opportunity to let me know hw much we should be together etc and yet I wasn't really into it. So obviously after my initial 'honeymoon' phase wore off (pretty quickly might I add) I just didn't want to be doing it anymore. I definitely know the only person I need to work on next year is myself and being more sure of me before I look for another relationship!!",0,0
b_p41L9U3hQ,UCvtjAqtvLDGcbsumGssH1rw,Tenla,2021-12-07 19:08:41,Such a great video Jen!!! As someone without any siblings or close cousins- this was such a helpful and wisdom-packed video 🙌🏼 really loved how you answered the marriage question too,0,0
b_p41L9U3hQ,UCBq50jHejZ8ipSWNd20cBeQ,Monica Amponin,2021-12-07 19:08:08,"""do you like the person you're becoming when you're around your partner"" was a great reminder for me if I'm wasting time in any kind of relationship. Thank you so much Jenn for the video <3",173,0
b_p41L9U3hQ,UCLt4yq4AIxNVnlg9ZN1UgKw,Jay Kim,2021-12-07 19:07:19,"thank you, Jenn~ I recently broke up with my girlfriend so I feel slightly off. This video will definitely help me to get over her!",1,0
b_p41L9U3hQ,UClJiIGr7aKw1zE_-pmxmSeA,D.,2021-12-07 19:06:59,"It's always so lovely to hear you speak about subjects that are relatable. And even when they aren't it is nice to hear how we can 'deal' with this problem if we ever come across it. 

Much love to you♥️",1,0
b_p41L9U3hQ,UCJmMfzRfnY_g7DY0S19rIUg,Josephine Y,2021-12-07 19:05:53,"i always love your girl talks :”) i rlly needed to hear this, especially the questions about new friends and articulating thoughts and feelings. sending all my love to u!!!",1,0
b_p41L9U3hQ,UCdN-b4FzWULnEari4UeenaA,Hatsumi,2021-12-07 19:05:13,i love watching your videos 🦋 its so raw and makes me feel so good about how you openly talk about everything ❤️❤️ hopefully I'll get there someday 🕊️ lots of love 💖,0,0
b_p41L9U3hQ,UCrPtL4AjFr355Oz1O4XfyoQ,linda chchchchia,2021-12-07 19:04:39,"I'm an ahjumah that watches your videos. It's been incredible to watch your journey on YouTube and become the woman you are today. And though I'm older, there are so many nuggets of wisdom in your videos that have helped me through some dark times. Your a bright light for so many of us, Jenn. Thank you! ♥️",2,0
b_p41L9U3hQ,UC_pY_rwupsxsJrigAxYjNGw,Ciara Hughes,2021-12-07 19:01:58,I just want say thank you for this video. I really needed this in my life I've been single for 3 years now honestly I have a lot of anxiety going back to dating again 🙃 especially when it comes my toxic environment. Thanks for speaking on mental health it means so much to me.,4,0
b_p41L9U3hQ,UCqpLHAJYsrsJM1N1vpJSdWw,joe schmoe,2021-12-07 19:00:04,"I disagree with 7:48  -""you are deeply commited, something that has a rich foundation so stuff can grow from, but you can only do that by marrying the right person"" . I think people can have that without marriage, without the piece of paper from the government.. just my 2 cents.",0,0
b_p41L9U3hQ,UCZxxqI4ZFkceSIPLPyyNA7w,Rhea,2021-12-07 18:59:34,3:23 THIS IS LITERALLY THE MOST RELATABLE THING EVER,0,0
b_p41L9U3hQ,UCqiB4Hv6Aupv9U133TV1zGg,Montty_D,2021-12-07 18:58:55,"Everytime I hear you I feel inner peace and a break from all of my dark thoughs. Thanks for always be so honest with us, you don't sugar coat things, you speak from the heart, you make me feel like it's ok if I'm having a hard time emotionally, it's ok to prioritize myself and it's ok to feel that there is a little of happiness waiting for us in the future. Its so beautiful to see how much your family love each other I really hope to feel that support and love someday. You are a beautiful soul Jenn❤️❤️ Thank you ❤️",17,0
b_p41L9U3hQ,UCy5E-lQt_ue9NLUWYb_anXw,MarieCoquette,2021-12-07 18:56:26,Thank you so much. I just moved halfway across the world to a new city and this really resonated with me. You are amazing Jenn <3,2,0
b_p41L9U3hQ,UCcnpc7B0IhJizrl_4NaDmRA,Usagi Moon.X.O,2021-12-07 18:55:16,You definitely got the big sis energy!! ❤,0,0
b_p41L9U3hQ,UC84pS8LgrumQ53b14s6LBzA,emmalilybear,2021-12-07 18:54:31,"needed to hear pretty much all of this, thanks momma jenn!",0,0
b_p41L9U3hQ,UC7ZGowmVuYdQeNgHQhV1UMA,tuğba N,2021-12-07 18:53:59,"I love the way you speak, it makes me feel so comfortable like you are someone in my family 
love you 🧡",0,0
b_p41L9U3hQ,UCHuHO1drVrtb2antN7HvwGQ,bren new world,2021-12-07 18:50:37,"I agree too that having that partner to rely on through thick and thin has made me feel stronger and we rely on each other when we both need to fill each others cup, especially in parenting. I relied so much on my husband to help with my daughters. I cannot agree more with what you said.",12,1
b_p41L9U3hQ,UCoHI40U6Xz-4VymAMrdi9iw,winnie obunabor,2021-12-07 18:50:33,"Hi Jenn, thanks so much for this video, your content feeds my soul every time. You are my absolute favorite creator. i fell in love with reading because of you, I learned to be honest about my emotions because of you and so much more. please could you do a video about your relationship with Ben, when you guys met and all the things that made you know he was the one. i am at a point in my life right now where I am actually ready to settle with a life partner (a serious relationship)  but I don't even know what to look out for. i don't have a big sister (except you) to ask or talk to about it but I love and trust you, and I would love to hear your love story again and some advice too.",0,1
