video_id,ru_id,ru_name,reply_time,reply_content,rm_positive,rn_comment
LthPuLsLzm8,UCSfyKsYFBsqd1Dbu9ZBKw8g,f,2021-08-26 05:44:59,you should put her name in the top shelf!!,1,0
LthPuLsLzm8,UCwc1-NRTPhgiksXiFk3yVUQ,Maria Joséphine Tapia,2021-08-26 05:37:45,"At some point during the end of the video I remembered Zoe's joke ""We'd be disgussssssting together"" and seeing this now makes my heart so incredibly happy and fortunate to be a witness of such kind of love",37,0
LthPuLsLzm8,UCSgppRu9I5WdBAlnAZzTnEQ,sarah d,2021-08-26 05:30:27,I love everything about it!!  And I love that you both matched the colors of the room lol,1,0
LthPuLsLzm8,UCZtOj0VOTrPe5gJFAPJ1Qjg,Adriana Ramales,2021-08-26 05:27:38,Congrats to both of you. I’m so happy that your family is becoming bigger. I know that  you guys will be amazing parents. God bless y’all both. Much love ❤️❤️,0,0
LthPuLsLzm8,UCwMlgAhPybU2WRv0sB0_jDg,PYX,2021-08-26 05:25:22,Seeing the room come together got me so emotional! I'm so excited for you both!!,3,0
LthPuLsLzm8,UCrNkr8mab72CBtNdv2M9j1Q,Auntie Kylie,2021-08-26 05:22:07,All the very best for the arrival of your daughter. I’m so excited for you. Enjoy this special time. ❤️🇦🇺,0,0
LthPuLsLzm8,UC-WMPxRb2fUO3wygX06U0-A,Kayla Owens,2021-08-26 05:06:45,I absolutely love how excited alfie is❤❤❤❤so special that he picked out things for his baby girl sooooo sweet,2,0
LthPuLsLzm8,UC0N0azKvQHDhptdcjVVcH7w,HayAngelly,2021-08-26 04:59:33,Maybe you can add another pole in the closet underneath for any extra clothing storage,0,0
LthPuLsLzm8,UC7ixC0dfQ-06zwZ3UULEXKw,Luchiel Anolin,2021-08-26 04:55:18,Am I the only one crying while watching this? Can’t believe they will have a little one this christmas. They will surely have a small stockings for baby deyes ❤️ so happy for them oh my gosh I’m crying again while typing this.,22,0
LthPuLsLzm8,UCxfv6FUq_1LWiofTwx5NYKA,Stellar Star,2021-08-26 04:50:25,"The nursery looks absolutely beautiful!! Y’all are going to be the most amazing parents! I can’t wait to see your new Angel baby girl and know what her name is!! Eeek! 
💖😇😄",5,0
LthPuLsLzm8,UCf2nuF2R73fcoRWLWXTOvBg,Teresa Kellogg,2021-08-26 04:49:53,Yes read to them from the beginning and they will enjoy read when they are older.,0,0
LthPuLsLzm8,UCE4t2HSNMzn2yfILGJyh6UA,Emily Sisk,2021-08-26 04:45:19,I love her room. Throwing off a 70s vibe ✌🏻,4,0
LthPuLsLzm8,UCYZ62fjkNZjqwxhD8wxqKsQ,Natasha G,2021-08-26 04:37:52,You guys have done amazing with the room.,0,0
LthPuLsLzm8,UC4cTaZQ9K_4hVSVXodClxKA,Trinity king,2021-08-26 04:29:13,"Omg I cried through most of this...its just such a divine babies room. Like a room in a childrens story book or movie. The colours and the light its soft and gentle and just soooo gorgeous. The bookcase Reminded me of the movie "" youve got mail"" just so quaint and I feel ""Kathleen Kelly 😉"" would have a babies room just like it...Im hoping you know the movie. Awesome job guys xxxxxxx",0,0
LthPuLsLzm8,UCdld6i8tNfsMbbarDHqbW5Q,Sidney,2021-08-26 04:28:38,OBSESSED 😍,0,0
LthPuLsLzm8,UC0qOya3OobGHGDhyZEJllbA,viv,2021-08-26 04:23:05,"love the colour scheme of the room, layout, bits & bops. not too crazy bout the wallpaper tho. the orange looks too jarring when compared against the green",8,0
LthPuLsLzm8,UC4YPuGlQldPF45VcBUZ0YZA,Eden Gardner,2021-08-26 04:09:01,"So pretty!! 
Yes, you’ll need a rocking chair for baby girl! Can’t wait to see y’all with a little baby girl ❤️",1,0
LthPuLsLzm8,UCPBvLawdyvNQQLtx2SJCwMg,billiemichellee,2021-08-26 04:08:07,Watching this after watching you both since the beginning just brings my heart so much joy and warmth. I could cry and I'm not much of a crier. You're both going to be incredible parents with incredible families. Best wishes and can't wait to follow the rest of the journey x,2,0
LthPuLsLzm8,UC503Mji9bedXGINz7Kb74ug,zuleica martinez,2021-08-26 03:59:32,I love it!,0,0
LthPuLsLzm8,UCYilFnwLMuUxCGc2-JT6mSw,Jasmine Jones,2021-08-26 03:59:06,🛍,1,0
LthPuLsLzm8,UCyAPBpJi2wHGs89Ys2V0kyg,gabstarohthree,2021-08-26 03:57:43,Is it weird that I'm jealous of an unborn baby...?,0,0
LthPuLsLzm8,UC1QuacCFzf1DTroy15ooCYg,ayaeoyeo,2021-08-26 03:55:41,Imagine Zoe’s baby filming a vlog herself in this room at the future 🥰,1,0
LthPuLsLzm8,UCs2Uab3kxeXZW9zjRF_ExUQ,Jessica Johnson,2021-08-26 03:52:34,Still crazy to think that you're entering the next stage of your lives! It's gone so quick,0,0
LthPuLsLzm8,UC2P-rX7WDfWv5NsKFuY5BZA,Lizzie Eilish,2021-08-26 03:49:26,I wonder if her name is going to be sage..... haha,0,0
LthPuLsLzm8,UC3Z4P9DUMIFMXn-0VGl31QA,Matti Rose,2021-08-25 16:08:17,"zoe, wanna come decorate my room?",4,0
LthPuLsLzm8,UCUG4sQ0cElcgtOqmsTZCqmQ,NauU,2021-08-25 16:07:53,"The nursery looks absolutely gorgeous, u did an amazing job with the colours (I love love love the minty colour 🥰) Can’t wait for baby girl to arrive! 💕",3,0
LthPuLsLzm8,UC6AapHDrjc3m-nXc1q5yG4A,kt_rvs,2021-08-25 16:07:30,It's so beautiful!!!,0,0
LthPuLsLzm8,UCF5MHup9NVe836GWLAw_8yQ,Libby Cooper,2021-08-25 16:07:29,omg that is baby nursery goals! can't wait for baby girl to be born!!!! ❤️❤️,1,0
LthPuLsLzm8,UCHNEMT-Elww6tPzdwC-SfPw,Luísa Andrade,2021-08-25 16:07:08,"I absolutely loved it, made me so emotional 🥺 I'm so happy for you guys and also very exciteddd",0,0
LthPuLsLzm8,UCaQp6ZiUQfbiPDwY08tyOyw,Raven Blackburn,2021-08-25 16:07:05,Happiest video on the internet right now. The progression of the room and your pure excitement and joy. I was smiling so big ear to ear the whole video. So happy for you all and thank you for sharing this! The energy was magic ✨,33,0
LthPuLsLzm8,UCLMCsr6VRcC5byF7ioI4LwQ,Dakota M,2021-08-25 16:06:54,I love this so much! So excited for you two! Btw I can see you guys naming the baby Marigold for some odd reason. 🤍,4,0
LthPuLsLzm8,UCWsPaaB8ztT3sVibWZbv6Kw,Greg Bryant,2021-08-25 16:06:48,You guys!!!! I can’t believe it is almost time. The room is awesome. Congratulations again.,12,0
LthPuLsLzm8,UCUW-dORL6gxXITD8jwH0bWQ,Emily X,2021-08-25 16:06:07,This video makes me so happy they are going to be the best parents ever I wish them so much happiness and love xx,5,0
LthPuLsLzm8,UChxGWpGT0S1zHHvBhvA10xQ,Cindy Martínez,2021-08-25 16:05:36,"It's so cute, omg it makes me so emotional",1,0
LthPuLsLzm8,UCrDn8RoOSznYnhnY71wpycg,Lana Marie Hanlon,2021-08-25 16:05:21,omg this makes me so excited - not long now! It looks so soo good! Baby girl is going to be super fortunate to have you both as parents🥺❤️,16,0
LthPuLsLzm8,UCbBHFSsK1DIu6T4bknoaU5g,ro nafaa 2310,2021-08-25 16:05:18,WHY AM I SO FUCKING EMOTIONAL,0,0
LthPuLsLzm8,UCMQNohu002iXRn4Ix6LzTPg,Pip,2021-08-25 16:04:57,"I was given a teddy bear just like that as a baby, and it is the only childhood toy that I have kept to this day! I'm sure your baby will love it. I want to get one for my baby too!",0,0
LthPuLsLzm8,UC8JgfR4UQK3MRmxFuk2YkMQ,Clem SKI,2021-08-25 16:04:47,"It's so cute, i watched Jim' ans Sara's nursery tour yesterday and it feels alike as you have the same changing table and some mural decorations are the same, yet it still feels very different !",18,0
LthPuLsLzm8,UCJ2YHX_N2a4-C7R8mJLc3zw,UnaLouisa.creates,2021-08-25 16:04:43,Im so inlove! And im so excited to see ur journey with this baby girl 💗💗💗 much love and hope u will be showered with so much more blessings. 🥰🥰🥰,0,0
LthPuLsLzm8,UCSC3oRWULPlxW5AtM21jzlA,Amber Willis,2021-08-25 16:04:32,I’d deffo add some cute sun catcher stickers to the windows to shine some rainbows around,6,0
LthPuLsLzm8,UCrxnoiOFuNvg0PE5nn0B2JQ,Ina Regala,2021-08-25 16:04:29,Following zoe and alfie for about 7 years now and every vlog they post this just makes me more excited !! can't wait for baby girl to come  <3,92,0
LthPuLsLzm8,UCo5lMgGmJZGnDQweN1D2B6w,Safah,2021-08-25 16:04:24,The changing table is the same as Jim Chapman one,0,0
LthPuLsLzm8,UCmlJ3uibsN-NphvdxtuuYSg,Jodie Phillips,2021-08-25 16:03:58,Such a happy video! Loved it,0,0
LthPuLsLzm8,UCSh0FuAMbQojwx8Vl0TTnlA,Julie Coates,2021-08-25 16:03:42,"The room looks absolutely beautiful,  Won’t be long before she’s here - such an exciting time for you 🥰",35,0
LthPuLsLzm8,UCt2Higd_op14XmKpQJ1H7Vg,MridsandOsh,2021-08-25 16:03:25,Soakin in all the first time parent excitement ♥️ So much fun. Happy Days,0,0
LthPuLsLzm8,UCpa4ujMKvY6U_GorswLDKwA,Amber Aardenburg,2021-08-25 16:02:36,"My little heart 🥰🥰  This was sooo lovely, such a gorgeous room.",0,0
LthPuLsLzm8,UCqFxIb14ea5Sb2MW_BWGFPQ,Katie Robinson,2021-08-25 15:52:56,Just as beautiful as I imagined it would be🤍,0,0
LthPuLsLzm8,UCYzyonttktPamWOfjUKvJRA,hexbound,2021-08-25 15:52:41,"omgg you guys, this is the cutest thing ever!!! everything is so beautiful, I'm glad you  didn't go for a theme but a color scheme, I think it's easier to change things around when you get bored of something lol. I love that blue/green color, it's really nice, the canopy is so freaking cute and the art gallery is my faveee 😌💜✨ well done guys!!!",10,0
LthPuLsLzm8,UCs4wtqPrgM4i8uvElFTlZKw,Pipey,2021-08-25 15:52:39,This is the most beautiful baby room ever,0,0
LthPuLsLzm8,UCJpPaLIQS3JJOWJdxbeaasg,Oliwia Dominiak,2021-08-25 15:52:37,I bloody love the colours of this room! xx,1,0
LthPuLsLzm8,UCMkAZ8oTAsf8n8OyHqIiPIg,Chrissy Dodge,2021-08-25 15:52:28,"The room turned out beautifully. I love it, I can't wait to see you guys in there with your baby girl. Maybe get a little rocking chair to sit and read to her ❤️.",6,0
LthPuLsLzm8,UCWWly2oygMKaYVYDz9zir7w,Lindsay S,2021-08-25 15:52:16,Do you guys still have some of the stuff you’ve bought in previous vlogs from years ago that you had bought for your future kids? Like the stuffed ostrich? Loving the baby room it looks amazing! Can’t wait for you both to have her 😊,11,0
LthPuLsLzm8,UCDtkeanoKXbwAZ8D_4YclXw,shanexo,2021-08-25 15:52:11,Ahhh so well thought out love the room!!,0,0
LthPuLsLzm8,UC-4ZkGcWxj_6vFDCON0oF4A,Kat Barrera,2021-08-25 15:51:55,"I am so proud of you Zoe, you have come a long way from your struggles with mental health to working to get to a much better place. You are going to be an amazing, loving mother. I can’t wait to see her little face and the many adventures you and Alf are going to take her on. Blessings for a healthy birth and baby! ❤️❤️❤️❤️",303,0
LthPuLsLzm8,UCH2FZynUTncSDwBTCnknQiQ,nandinos,2021-08-25 15:51:47,"Love the aesthetic of the nursery, the mint, pink and orange just keep it so fresh and light! I'm sure you can't wait for her to get here already!",12,0
LthPuLsLzm8,UCZwAHFxUeRaf3rIV8nxU9Kw,Aesthetic edit,2021-08-25 15:51:37,AAA its so cute🥺🥺 i love the colour scheme! 💗,1,0
LthPuLsLzm8,UCYcajaTE8RrjPN-noTI2FfA,Allison Looper,2021-08-25 15:51:05,"I'm glad that you shared her room with us! My favorite part was the canopy over her crib Plus, the color scheme is wonderful. It looks nice and cozy and ready for your little girl!",1,0
LthPuLsLzm8,UC5HBQFprzF4oa1V9_0O9AuA,Molly Landless,2021-08-25 15:50:44,It’s beautiful I think you guys nailed this 🧡,0,0
LthPuLsLzm8,UC4R1bUQQgCAsVf2VsxGbF0A,Danielle Curran,2021-08-25 15:50:29,Absolutely stunning Zoe,0,0
LthPuLsLzm8,UCxsp0pAr0z5xUATIdFY9I0w,Sanika Pitale,2021-08-25 15:50:12,I am literally no one to the baby girl but I am soooo freaking excited 🥺❤,0,0
LthPuLsLzm8,UCIbD60P4m6MKNWAulhag_Fg,Issa O'Sullivan,2021-08-25 15:50:04,Just watched the Vlogmas video where Alfie carried that baby around the Christmas market... And now he's about to be a father 😭,23,0
LthPuLsLzm8,UC8-HhsLP0Oqf__lzidkCzfg,NiNa,2021-08-25 15:49:47,I think i will cry when the baby is here 🥺💕,0,0
LthPuLsLzm8,UCw-teJk3wC9I9YB8QDT1Qdw,Discendo-discimus,2021-08-25 15:49:12,"Awww that room is so cute 😍 🥰 . She is gonna be like a little princess in that room. And all those little clothes 🤗 . That's to adorable. OH ZOË  make room for CHRISTMASDRESSES 🥰🥰❤ ❤. Maybe a fun idea to Ask a pictures from everyone in the family and place them on the pinboard. Such as pictures from grandmother and grandfathers and uncles and aunt's. And Guncles such as Mark and Joey . So you can make a ritual with "" goodnight "" so she learns the faces with the names. ( I did that with my son) . Basicly you are learning them not only the names and faces. But also.. "" oh he or she is on my wall so I can trust that person"" . I cant wait to see photos from her. But I do understand it if you would say "" I wanne keep her face private "" . Ohw this is so excited 😊 🤗  enjoy your last few days with Alfie. 😘 BTW you look so beautifull pregnant. I was 38 weeks when I had my son. But I looked like a WHALE 🐋. 🤣🤣 greetings from the Netherlands 🇳🇱  (Anne) Miekje",0,0
LthPuLsLzm8,UC0_ccWblaQxKK7fPuuoYO5Q,Luna Moon,2021-08-25 15:49:07,Here before this gets a million views 🤣🤣,2,0
LthPuLsLzm8,UCreYdeoosep_8T7gCszYnyg,nene0003,2021-08-25 15:49:00,"Discussing parenthood: The best thing that me and my husband ever did for our kids was the fact that we never had ANYthing that was only mom's job (other than breastfeeding and giving birth).  Seriously, I was dead serious about not being the only one who knows where thing are, the only one who is able to buy clothes, the only one who can sort stuff like in with the new out with the old, the only one who communicates with school, everything! This is the best parenting advice I can possibly give: please do it all, do it together, and never have clear set specific roles that a man is supposed to do or what the woman is supposed to do. It gives you way wider perspective and way more freedom to be you and figure things out for your specific needs in your family. My husband is a way better father and I am a way better mother for this reason! <3 I LOVE SEEING how you are both very involved. I can see that you both are going to be amazing parents! So always - you do you - definitely! And after giving advice: my final and best advice: don't take anybody's advice, haha. But seriously, you are smart and loving and that is enough to make you be completely able and the absolutely best and only people who will know how to raise your kid and how to be parents. Don't let internet mess with your head, don't let anybody increase your mom-guilt and dad-guilt even a tiniest bit. As long as you are there for your kid you are going to be fine. SO so so  much love to your incredibly cute family! <3",7612,0
LthPuLsLzm8,UCwB6xZCxT-WlLjY9QbFQUFA,Alexus Marie,2021-08-25 15:48:57,"Oh my goodness, you’re going to be able to decorate her little fireplace for Christmas 🥺🎄",7130,0
LthPuLsLzm8,UCFbHXT09b2mZd1c426HP1eA,Olivia A,2021-08-25 15:48:47,2:58 hes already nailing THE dad stance he’s totally ready,832,0
LthPuLsLzm8,UCgurqkQ2TlQa5VQAhxbldNw,Marianne Sagvolden,2021-08-25 15:48:47,"It’s so crazy to think about all the years of videoes! I remember when you did Alfies makeup way back in 2013 or even further back! The  nursery is beautiful! I am so happy for you guys, and you’re going to be amazing parents🤍",17,0
LthPuLsLzm8,UC-Neds9clMHZhKXBLaoC2Hw,Sav Geter,2021-08-25 15:47:59,With the left over wallpaper you can use it as scrapbook paper or for picture frame collages. Btw I love the room and so happy for you two. Been following you since I was 12. I’m now 19. Congratulations on everything,0,0
LthPuLsLzm8,UCIssBrgGkelhsLWjp3SUJmQ,Elise Clarkson,2021-08-25 15:47:54,Predicting the name Autumn after the clip of you going through the clothes!! And how cute does Autumn Deyes sound 🤎🍂,73,0
LthPuLsLzm8,UCPywfa8pzjZLJ7m5fU3iQCQ,sarah goodman,2021-08-25 15:47:41,Perfect x,0,0
LthPuLsLzm8,UCCdVMMoZ9gOhE5q57LmFOQQ,Judi McDonnell,2021-08-25 15:47:12,Such a great Vlog 😊🌺🌺🌺🌺,0,0
LthPuLsLzm8,UCEx1dutUes3eIM37zx1dfsw,Charlie Pancake,2021-08-25 15:46:22,"I love it! She’s so lucky, she’s got the best bedroom ever and two loving parents who have excellent taste in decor. 😘🥰",57,0
LthPuLsLzm8,UCt-OYIUbjL9lUo61YNCmshw,Bianca Istrate,2021-08-25 15:46:21,Is it me or at 10:38 I can see a sign with a letter ‘ N’ on the left ? Maybe a hint for the baby’s name ?,2,0
LthPuLsLzm8,UCxt7AyRyqay4sy22FJs89AA,Tasmy Lee,2021-08-25 15:46:16,Love how Zoe and Alfie matched outfit colour with the room wall colour when doing the tour 💚💕,111,0
LthPuLsLzm8,UC6MnS-4PlhBzKayB3lq1i2Q,M KH,2021-08-25 15:46:02,"I’m super happy and counting days for baby girl to be born, the room is fabulous and the colors are so comfy and cute! I have a twin boy and girl and i think these colors will suit their room so much!",0,0
LthPuLsLzm8,UCCdVMMoZ9gOhE5q57LmFOQQ,Judi McDonnell,2021-08-25 15:45:51,It's PERFECT 👌❤️ How Exciting 🐣🍼,0,0
